danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
0.798,0.553,-11.544,0.0643,0.382,0.0,,0.392,100.053,rap
0.662,,,0.445,0.291,0.0,0.116,0.524,99.626,rap
0.809,0.51,-8.064,0.0779,0.692,,0.133,0.645,129.958,rap
0.874,0.317,,0.123,0.633,1.91e-05,0.0993,,,rap
0.763,0.702,-4.987,0.23,0.381,,0.383,0.245,126.0,rap
0.748,,-16.352,0.0862,0.611,1.97e-06,0.0958,0.487,107.033,rap
0.713,0.632,,0.431,0.32,,0.0802,0.593,119.797,rap
0.721,0.827,-5.127,0.0536,0.335,0.0,0.311,0.951,149.977,rap
0.494,,-9.284,0.31,0.384,0.0,0.145,0.45,,rap
0.784,,-2.299,,0.155,0.0,0.205,,149.896,rap
0.576,0.657,-9.792,0.445,0.661,0.0,0.115,0.92,89.701,rap
0.591,0.572,-4.4,0.377,0.132,6.24e-06,0.0937,,84.314,rap
0.901,0.502,-9.093,,0.177,0.0,0.0963,0.744,130.053,rap
0.949,0.492,-7.369,0.109,0.0357,,0.0806,0.18,104.942,rap
0.902,0.5,-5.579,0.293,0.0601,3.64e-06,0.0838,0.378,149.95,rap
0.688,0.669,-7.368,0.117,0.432,0.0,0.613,0.501,132.118,rap
0.548,,-11.099,0.303,0.106,0.0,0.102,0.162,95.057,rap
0.561,,-7.268,0.407,0.219,,0.159,0.793,88.074,rap
0.712,,-4.551,0.181,0.3,0.0,0.0929,0.887,94.828,rap
0.946,,-7.109,0.359,0.144,,,,129.978,rap
0.787,,-6.729,0.152,0.043,,0.227,0.814,135.953,rap
0.834,,-2.38,0.196,0.296,0.0,0.311,0.613,,rap
0.822,0.587,-7.448,0.203,0.202,0.0,0.0898,0.594,132.964,rap
0.595,,-5.261,0.26,0.0556,0.0,0.353,0.592,126.007,rap
0.763,0.687,,0.146,0.074,0.0,0.0922,0.506,155.1,rap
0.79,0.803,-5.123,0.11,0.402,0.0,0.122,0.799,133.032,rap
0.604,,-6.496,0.261,0.766,0.0,0.123,,89.923,rap
,0.506,-7.089,0.0497,0.0355,,0.0963,,120.018,rap
0.788,,-9.168,0.0996,0.0476,2.32e-05,0.113,0.572,97.073,rap
0.456,0.687,-6.059,0.188,0.0267,2.62e-05,0.105,,129.892,rap
0.774,0.683,,0.233,0.133,0.0,0.0807,0.457,149.938,rap
0.733,0.567,-5.856,0.176,0.273,0.0,0.106,0.413,116.998,rap
0.892,0.852,,0.115,0.357,0.0,0.0849,0.355,100.011,rap
0.8,0.72,-6.421,0.205,0.25,0.0,0.211,0.736,97.081,rap
0.95,0.303,-15.73,0.355,0.306,,0.115,0.421,120.015,rap
0.75,,-10.011,0.0496,0.128,0.0,0.128,,,rap
0.74,,-5.074,0.185,0.365,,0.0978,,124.975,rap
0.887,0.456,,0.145,0.389,0.0,0.104,0.417,121.01,rap
0.796,0.561,-6.654,0.337,0.157,0.0,0.0894,0.42,,rap
0.584,0.491,-10.303,0.122,0.0845,3.9e-06,0.125,0.454,129.886,rap
0.828,,-5.811,0.116,0.0703,0.00481,0.303,0.329,124.025,rap
0.786,0.863,,0.198,0.269,2.09e-06,0.133,0.784,136.941,rap
0.805,,-10.066,0.412,0.294,,0.0841,,120.29,rap
,0.546,-8.2,0.157,0.421,0.0,0.0469,,87.007,rap
0.898,,-6.214,0.398,0.507,5.98e-06,0.151,0.733,130.05,rap
0.866,,-6.478,0.257,0.247,,0.135,0.499,131.049,rap
0.846,0.844,,0.0623,0.298,0.000184,0.171,0.562,129.968,rap
0.838,0.458,-8.755,,0.144,0.0,0.133,0.526,140.029,rap
,,-11.733,0.328,0.689,0.0,0.0717,0.534,95.012,rap
0.689,0.659,-6.731,0.438,0.465,0.0,0.0928,0.669,,rap
0.836,,,0.0537,0.268,,0.127,0.794,129.961,rap
,0.704,-5.699,0.0883,0.432,0.0,0.205,0.402,,rap
0.534,,-6.442,0.0832,0.438,1.85e-05,0.116,0.812,88.004,rap
0.806,0.588,,0.0931,0.757,0.0,0.117,0.449,114.963,rap
0.795,0.238,-20.338,0.369,0.487,,0.137,,100.996,rap
0.84,,,0.0918,0.216,0.0,,0.71,139.937,rap
,,,0.0414,0.401,0.0,0.199,0.432,139.965,rap
0.894,0.721,-5.829,0.258,0.155,0.0,0.154,0.392,107.963,rap
0.804,0.535,-8.603,0.143,0.486,0.0,0.108,,151.957,rap
0.793,0.557,,,0.831,,0.103,0.468,120.118,rap
0.762,,,0.0544,0.178,,0.146,0.379,118.969,rap
0.816,0.585,-8.344,0.0812,0.769,0.0,0.111,0.523,122.073,rap
0.707,0.609,-5.673,0.126,,0.0,,,134.91,rap
0.807,,,0.126,0.605,0.0,0.123,0.429,129.991,rap
0.8,0.355,-10.47,,0.616,0.0,,0.253,145.929,rap
0.831,0.61,-7.066,0.2,0.304,0.0,0.0921,0.547,152.04,rap
0.684,0.725,-4.343,0.0863,0.448,,0.194,0.575,137.945,rap
0.828,0.352,,0.0602,0.338,,0.0981,0.349,115.938,rap
0.841,0.731,,0.193,0.113,0.0,0.119,0.441,,rap
,,-8.444,0.0817,0.181,0.0,0.236,0.19,129.958,rap
0.812,0.66,-3.353,0.0854,0.308,0.0,0.0617,0.358,140.048,rap
0.807,0.681,-6.268,,0.423,0.0,0.0962,0.676,,rap
0.697,0.413,-8.87,0.0395,0.0345,2.43e-05,0.106,0.123,,rap
,,,0.164,0.201,0.0,0.0625,0.555,138.043,rap
0.619,0.563,-3.414,0.0865,0.29,0.0,0.128,,139.653,rap
0.54,0.724,,0.28,0.00621,,0.381,0.184,149.793,rap
0.753,0.68,,0.196,0.29,0.0021,0.0912,,149.993,rap
0.668,0.683,-6.481,,0.0364,0.00527,,,78.982,rap
0.854,,-4.49,0.14,0.345,,0.165,0.342,119.938,rap
0.744,0.696,-5.015,0.117,0.71,0.0,0.0808,0.406,120.146,rap
0.851,0.556,-5.673,0.0479,0.415,0.0,0.0983,,124.922,rap
0.714,,-5.413,0.0651,0.39,0.0,,0.5,140.984,rap
0.817,,,0.24,0.193,0.0,0.136,,141.944,rap
0.813,,,0.177,0.216,0.0,0.0602,0.451,,rap
0.817,0.803,,0.21,0.466,,0.0498,0.348,110.214,rap
0.896,0.715,-3.37,0.0544,0.195,0.0,0.0678,0.513,128.01,rap
,0.461,-9.455,0.0614,0.545,,0.102,0.535,121.99,rap
0.619,,-5.69,0.11,0.471,1.64e-06,0.322,0.351,126.354,rap
0.837,0.562,-6.142,0.248,0.221,0.0,0.118,0.204,139.931,rap
0.816,,-8.292,0.112,0.215,0.0,0.0707,0.62,142.001,rap
0.668,0.799,-2.797,,0.0495,0.0,0.0907,0.431,140.133,rap
0.85,0.5,-6.708,0.0665,0.0139,0.000384,0.0947,0.816,160.02,rap
0.804,,,,0.182,0.0,0.146,0.525,,rap
0.703,0.625,-3.932,0.0435,0.0842,,0.0914,,150.046,rap
0.699,,,0.0911,0.357,6.8e-06,0.253,0.498,144.989,rap
0.834,,-3.011,0.0486,0.342,0.0,0.108,,113.058,rap
0.834,0.58,-3.144,0.28,0.446,0.0,0.0719,,91.97,rap
,,-9.683,0.0848,0.0552,1.27e-05,0.0699,,159.992,rap
0.817,0.693,-3.971,0.111,0.583,0.0,0.117,0.656,75.0,rap
0.625,,-4.813,0.0407,0.00237,0.451,0.249,,101.001,rap
,0.27,-7.886,0.0417,0.00361,,0.203,0.0956,138.3,rap
0.47,,-12.746,0.0478,0.0349,0.852,0.149,0.225,80.03,rap
0.53,0.888,,0.12,0.0231,,0.377,0.154,139.993,rap
0.724,,-6.739,0.036,0.068,,0.357,0.237,105.019,rap
0.561,0.663,-9.464,0.0528,0.0464,0.755,0.0928,0.0947,160.016,rap
0.438,0.587,-10.558,0.064,0.0276,0.011,0.121,,149.563,rap
0.681,0.829,,0.0335,,0.838,0.0972,0.336,120.089,rap
0.641,0.644,-9.045,0.332,0.367,0.761,,0.122,,rap
0.818,,-11.846,0.201,0.00345,0.872,0.133,,130.022,rap
0.643,,-6.403,0.0533,0.052,0.806,0.0706,0.0381,139.949,rap
0.476,,-8.555,0.0397,0.397,,0.0858,0.155,76.171,rap
0.43,0.753,-4.482,0.0475,0.000212,0.213,0.53,0.0897,,rap
0.694,0.986,-2.25,0.157,0.05,0.688,0.189,0.477,139.984,rap
0.613,,-8.058,0.136,0.211,0.000475,0.331,0.503,149.94,rap
0.524,0.745,,0.339,0.0293,0.000307,0.321,0.413,,rap
0.754,0.405,-10.282,0.0539,0.00279,0.000639,0.101,0.226,,rap
0.524,,-3.408,0.0587,0.267,0.000729,,0.148,74.969,rap
0.481,0.643,-8.414,,0.00404,0.848,0.128,0.153,167.935,rap
0.673,0.905,,0.0412,0.029,0.818,0.104,0.232,149.998,rap
0.384,0.704,-7.49,0.181,0.0423,0.00014,0.154,0.0855,193.841,rap
0.677,0.625,,0.0742,0.00766,0.000244,,0.33,102.966,rap
0.734,,-4.973,0.0467,0.00365,0.88,0.0955,0.755,139.906,rap
0.468,0.606,,0.138,0.21,,,,133.352,rap
0.649,0.956,-4.261,0.0677,0.017,0.0666,,0.287,,rap
0.606,0.881,-3.237,0.0711,0.361,0.44,0.185,0.163,80.006,rap
0.638,0.597,-9.638,0.0369,0.000724,0.833,0.0864,0.0341,,rap
0.655,0.749,-6.963,0.0866,0.0158,0.797,0.0501,0.303,145.012,rap
0.61,,-3.775,0.0396,0.00247,0.944,0.094,0.0508,129.997,rap
0.525,0.871,,0.0756,0.102,0.00042,0.295,,145.183,rap
0.598,0.437,-10.97,0.0422,0.0883,0.839,0.1,0.0697,147.844,rap
0.676,,-2.386,0.074,0.0113,8.75e-06,0.119,0.528,150.063,rap
,0.843,,0.161,0.0243,0.033,0.106,0.355,159.941,rap
0.52,,-13.207,0.0449,0.0642,,0.65,0.0884,,rap
0.526,,-7.465,0.133,0.38,0.55,,0.24,157.119,rap
0.519,0.661,-6.506,0.0401,0.000298,0.605,0.314,0.222,160.015,rap
0.704,,,0.0588,0.0827,,0.105,0.392,100.046,rap
0.456,,-4.241,0.0863,0.0302,0.724,0.281,0.382,193.075,rap
0.55,0.523,-10.814,0.0428,0.000378,0.824,0.118,0.0891,,rap
0.496,,-5.319,0.0323,0.00193,0.872,0.111,0.19,150.105,rap
0.516,,-10.446,0.0482,0.000208,0.895,0.0636,0.0378,100.043,rap
0.565,0.826,-7.115,0.0576,0.0196,0.129,0.0708,0.971,134.993,rap
0.579,0.827,-5.013,0.0505,0.0618,0.021,0.0926,0.271,159.97,rap
,,-24.882,0.0388,0.279,0.00103,0.0991,,140.027,rap
0.739,0.853,-4.866,0.209,0.0652,0.877,0.156,,,rap
0.561,,-10.261,0.039,0.00628,0.396,0.109,,131.719,rap
0.69,,-9.274,0.0395,0.0103,0.343,0.129,0.441,127.954,rap
0.52,0.901,,0.0615,0.0803,,0.22,0.286,140.053,rap
0.469,,,0.0404,0.292,0.802,,0.247,139.328,rap
0.679,0.846,,,0.00468,,,0.502,109.995,rap
0.693,0.695,-10.802,0.0521,0.000727,0.937,0.32,0.255,150.092,rap
0.532,,-6.933,0.136,0.627,,0.0863,0.634,99.176,rap
0.604,,,0.0641,0.00041,,0.327,0.588,102.053,rap
0.687,,,0.154,0.109,0.0,0.282,0.229,142.048,rap
0.719,,-5.878,0.0274,0.127,0.0,,,104.956,rap
0.868,0.365,-9.51,0.0383,0.433,,,0.471,114.979,rap
0.85,0.516,-7.664,0.0714,0.763,0.0,0.0896,0.874,108.963,rap
0.736,,-9.682,0.0688,0.334,0.0,0.126,,140.005,rap
,0.537,-9.476,0.035,0.206,0.0,0.11,,,rap
0.799,,-5.153,0.0717,0.334,,0.0571,0.746,129.875,rap
0.677,,-7.711,0.0504,0.146,0.185,0.111,0.135,84.01,rap
0.679,,,0.171,0.242,,0.0922,0.425,160.07,rap
0.635,0.537,-7.895,0.0832,0.172,0.0,,0.383,,rap
0.783,,,0.201,0.116,0.0,0.0689,0.542,87.488,rap
0.822,0.423,-4.846,0.0453,0.00806,0.0,,0.208,,rap
0.706,,-10.447,0.169,0.305,6.06e-06,0.0968,0.361,165.03,rap
0.682,0.572,,0.0946,0.0616,0.0,0.147,,79.951,rap
0.683,0.48,-12.459,0.225,0.105,2.33e-06,0.0959,,,rap
,,-5.122,0.0457,0.328,,0.153,,159.966,rap
0.647,0.579,,0.0439,0.0323,,0.0909,0.558,160.059,rap
,0.533,,0.0412,0.0172,,0.103,0.329,131.036,rap
0.64,,-8.631,0.0305,0.00564,0.0,0.12,0.226,140.044,rap
0.9,0.482,-8.98,0.421,0.201,0.0,0.106,0.68,127.866,rap
0.645,0.844,-5.783,0.086,0.0168,0.0,0.0957,0.756,160.049,rap
0.317,0.212,-17.301,0.0512,0.583,0.0575,0.121,0.128,,rap
0.583,0.57,,0.0901,0.0412,0.0,0.0733,0.175,83.997,rap
0.67,0.731,,0.0509,0.0601,0.0,0.216,0.211,115.051,rap
0.892,0.362,,0.114,0.144,0.0,0.0851,0.717,135.95,rap
0.704,,-13.499,0.0298,0.32,1.86e-05,0.301,0.364,129.98,rap
0.432,0.732,,,0.099,9.2e-06,0.163,0.448,106.499,rap
0.634,0.604,-7.496,0.0342,0.0394,0.0179,0.182,,82.529,rap
0.708,0.501,-8.661,0.176,0.0843,0.0,,0.547,128.004,rap
,,-11.587,0.0422,0.0747,1.62e-06,0.114,0.114,92.999,rap
0.638,0.539,,0.0504,0.22,0.0,0.241,0.247,83.381,rap
0.691,0.619,-9.552,0.0542,0.107,2e-05,0.27,0.68,85.467,rap
,0.631,-5.884,0.343,0.0687,,0.132,0.425,,rap
0.714,0.532,,0.271,0.675,0.0,0.138,0.831,204.096,rap
0.63,0.671,-6.659,0.256,0.363,0.0,0.113,0.333,89.921,rap
,0.714,-5.637,0.0287,0.162,,0.0717,0.355,94.956,rap
0.699,0.687,-3.997,0.106,0.308,3.63e-05,0.121,0.499,88.932,rap
0.679,,-5.289,0.0659,0.195,,0.132,0.767,,rap
0.971,,-6.294,0.0965,0.485,0.0,0.0534,0.865,118.981,rap
0.795,,-11.787,0.245,0.335,,0.179,0.701,,rap
0.729,,-6.736,0.0666,0.0948,0.0,0.113,0.207,,rap
0.686,,,0.191,0.185,0.0,0.114,0.186,148.775,rap
0.745,0.642,-6.257,,0.0204,0.0,0.0658,0.226,179.974,rap
0.821,0.434,-9.194,0.118,0.434,,0.128,0.241,120.012,rap
0.742,0.717,,0.196,0.0554,,0.302,0.464,94.045,rap
0.673,0.688,,0.0243,0.297,0.0,0.0834,,,rap
0.694,0.419,-12.082,0.222,0.0312,0.0,0.106,0.154,86.013,rap
0.639,,-7.887,0.086,0.21,,0.0968,,159.955,rap
0.513,0.748,-7.014,0.0467,0.000511,0.0,0.176,0.135,156.08,rap
0.801,,-6.106,0.0453,0.261,0.0,0.312,0.224,100.023,rap
0.503,0.37,-17.502,0.0489,,0.599,0.116,0.102,78.963,rap
,0.575,-9.922,0.159,0.218,0.0,0.112,0.234,,rap
0.828,,-2.659,0.0429,0.0423,,0.109,,,rap
0.883,0.478,-10.306,0.236,0.401,0.0,,0.768,,rap
0.633,,-12.432,0.0833,0.0158,0.000168,0.136,0.242,158.919,rap
0.736,,,0.0302,0.0431,0.0,0.149,0.543,121.007,rap
,,-9.144,0.242,0.469,4.13e-06,0.297,0.437,134.021,rap
0.751,0.776,,0.0357,0.223,0.0,,0.603,,rap
0.784,,-7.185,0.0564,0.24,0.000748,0.0674,0.436,,rap
0.699,0.39,-12.128,0.0752,0.39,0.0,0.106,0.509,160.071,rap
0.63,0.63,-6.211,,0.0131,0.0,0.142,0.163,80.512,rap
0.624,0.706,-8.532,0.0432,0.0105,0.0,0.101,0.762,,rap
0.659,,-7.32,0.0541,0.000404,0.0,0.123,0.26,119.405,rap
0.57,,-4.693,0.0389,0.345,0.000556,0.45,0.3,,rap
0.704,,-7.107,0.038,0.185,0.0,0.124,,90.013,rap
0.639,0.559,,0.0513,0.0781,0.0,0.136,0.103,77.616,rap
0.776,0.736,-4.612,0.247,0.0802,0.0,0.159,0.233,,rap
0.743,0.732,-4.511,0.104,0.0509,1.77e-05,0.227,0.339,,rap
0.699,,-6.393,0.142,0.0368,1.44e-06,0.114,0.429,159.985,rap
0.58,,-6.794,0.249,0.00043,,0.108,0.189,177.973,rap
0.719,0.387,-9.38,0.0643,0.891,0.0,0.114,0.17,135.064,rap
0.742,0.355,-15.506,0.0814,0.654,0.703,0.384,,120.018,rap
0.534,0.583,-8.672,0.0288,0.0262,0.0,0.421,,,rap
0.745,0.646,-6.987,0.17,0.157,0.0,0.338,0.46,79.993,rap
0.706,0.677,,0.238,0.316,0.0,0.105,0.832,157.855,rap
0.753,,-7.092,0.0349,0.324,4.21e-05,0.423,0.19,105.977,rap
0.649,,-9.793,0.0918,0.0483,0.401,0.0928,0.355,160.075,rap
0.646,,,0.0381,0.00925,0.000308,0.115,0.281,80.504,rap
0.699,0.39,-12.128,0.0755,0.39,0.0,0.106,,,rap
,,-8.289,0.0497,0.342,0.0,0.0958,0.27,160.026,rap
0.669,0.574,-6.442,0.0286,0.0175,0.00294,0.146,,120.013,rap
0.713,0.632,-7.685,0.105,0.0589,1.44e-06,0.105,0.373,170.009,rap
0.526,0.62,-7.244,0.281,0.067,,0.139,0.187,,rap
0.755,0.626,-5.924,0.265,0.102,,0.114,0.726,80.976,rap
0.706,,-12.61,0.31,0.637,0.0,0.0993,0.827,204.031,rap
0.693,,,0.0674,0.0979,1.1e-05,0.0872,0.53,159.975,rap
0.745,0.561,-4.869,0.0807,0.0758,0.0,0.133,0.449,77.557,rap
0.762,0.709,,0.337,0.141,0.0,0.0798,0.537,174.041,rap
0.74,0.592,-5.003,0.0874,0.0166,0.0,0.275,0.373,140.12,rap
0.649,,,0.085,0.627,0.0,0.116,0.431,99.183,rap
0.819,,-7.784,0.166,0.0299,0.0,0.241,0.742,147.974,rap
0.743,0.655,-4.409,0.121,0.405,1.11e-06,0.134,0.542,77.509,rap
,0.655,-10.19,0.142,0.715,0.0188,0.11,0.0962,129.985,rap
0.651,,-7.984,0.0672,0.0695,0.000828,0.127,0.451,,rap
,0.491,-8.579,,0.0484,0.0,,0.578,129.979,rap
0.82,0.527,-9.517,0.252,0.139,0.0,0.0904,0.797,115.07,rap
,0.53,-8.623,0.0896,0.541,0.0,0.11,0.362,129.927,rap
0.897,0.445,-5.388,0.202,0.223,2.99e-05,0.174,0.255,118.049,rap
0.879,0.42,,,0.414,0.0,0.0812,0.362,99.01,rap
0.697,,-7.332,0.185,0.0746,,,,,rap
,0.583,-9.701,0.213,0.811,6.11e-05,0.197,0.491,129.904,rap
0.643,,-9.288,0.0421,0.269,0.0434,0.255,0.208,114.997,rap
0.761,,-6.542,0.0724,0.155,0.0,0.111,0.695,150.122,rap
0.864,,,0.0933,0.0491,,0.299,0.378,116.65,rap
0.741,0.58,-6.511,0.0871,0.173,6.01e-05,0.0813,0.587,120.052,rap
0.823,0.553,,0.169,0.291,0.0,,0.77,109.989,rap
0.792,0.506,-9.256,0.0986,0.378,0.0,0.119,,120.155,rap
0.532,0.62,-3.8,0.0549,0.041,0.0,0.182,0.256,,rap
,0.579,-5.983,0.537,0.664,,0.109,0.733,124.619,rap
0.878,,,0.0773,0.0729,0.0,0.0973,0.274,130.011,rap
0.756,0.928,-5.233,,0.0762,,0.106,0.858,128.075,rap
,0.384,-14.283,0.234,0.359,0.0,0.126,0.755,135.903,rap
0.739,0.536,-3.399,0.0299,0.49,0.0,0.121,0.0382,,rap
0.793,,-8.165,0.469,,0.0,0.0873,,86.971,rap
0.645,0.594,-7.666,0.0418,0.0741,0.000831,0.068,0.32,103.029,rap
0.76,,-10.05,0.0514,0.46,1.39e-05,0.132,0.388,92.978,rap
,,,0.107,0.423,,,,117.064,rap
0.816,0.646,-8.104,,0.0934,0.0,0.0944,,113.989,rap
0.61,,-9.703,0.0678,0.63,0.0,0.112,,76.365,rap
,0.696,-6.025,0.146,0.618,,0.15,,149.943,rap
0.865,0.497,-7.251,0.0673,0.778,0.000105,0.0744,0.656,,rap
,,-7.399,0.0409,0.447,0.0,0.118,,115.994,rap
0.723,0.667,-4.75,0.118,0.0362,0.00483,0.039,0.494,149.977,rap
0.756,0.831,-6.881,0.0666,0.0613,0.0,0.121,0.399,,rap
0.767,,-8.467,0.359,0.234,,,0.539,74.501,rap
0.786,0.575,-11.093,0.43,0.216,0.0,0.123,,134.023,rap
,0.506,,0.345,0.11,0.0,0.2,,121.906,rap
0.813,0.371,-10.093,0.261,0.396,0.0,0.0988,,129.966,rap
0.587,0.626,-7.477,0.319,0.227,4.66e-06,0.113,,154.929,rap
0.835,,,0.0713,0.22,0.0,0.076,0.261,,rap
0.874,0.303,,,0.0793,5.41e-05,0.116,,,rap
0.83,0.719,,0.0772,0.0317,0.0,0.411,,139.963,rap
0.636,,-3.74,0.0353,0.0244,0.0164,0.108,0.397,142.011,rap
0.571,,-2.463,0.0432,0.113,0.246,0.158,0.446,139.996,rap
0.57,,-4.137,0.0573,0.0857,2.49e-06,0.0932,0.43,150.088,rap
0.62,,-1.718,0.0436,0.0383,0.000304,0.159,,101.089,rap
0.497,,-4.489,0.0745,0.00523,0.781,0.222,0.262,139.961,rap
0.603,,-7.372,0.0714,0.0453,,0.0833,,,rap
0.507,,-2.501,0.0526,0.0246,,,0.0394,84.992,rap
0.602,,-3.164,,0.208,0.481,0.702,0.736,,rap
,0.773,,0.0337,0.0015,,0.107,0.364,91.947,rap
0.366,0.751,-3.845,,0.241,0.000197,0.646,,152.189,rap
0.625,0.707,-4.761,0.0337,0.22,0.0,0.213,0.479,138.064,rap
0.781,,-7.411,0.311,0.0159,,0.15,,100.043,rap
0.554,0.938,-2.226,0.0719,0.364,,0.129,0.439,,rap
,0.821,-4.338,0.0444,,0.0,0.0796,0.608,94.952,rap
,0.725,-5.21,0.249,0.00432,0.0,,0.351,149.963,rap
0.502,0.777,-4.627,0.0934,0.117,2.91e-06,0.0957,,174.153,rap
0.719,0.918,-6.514,0.192,0.0774,0.0956,0.103,,147.932,rap
0.551,,-2.461,0.0578,0.0241,0.00391,0.0874,0.314,141.976,rap
0.578,,-6.162,,0.00721,0.00711,0.077,0.253,128.092,rap
0.929,0.716,-4.535,0.0371,0.399,0.0,,0.912,134.952,rap
0.719,,-6.35,,0.000352,0.498,,,99.995,rap
,0.656,,0.075,0.0751,0.181,0.15,0.355,,rap
0.514,0.924,-5.417,0.052,0.000208,0.805,0.0684,0.0675,151.994,rap
0.616,0.903,-0.475,0.0938,0.015,0.00102,0.141,0.446,149.93,rap
0.624,0.68,-7.285,0.0421,0.114,,,,91.998,rap
0.487,0.867,-3.293,0.0543,0.00197,0.00602,0.0968,0.403,160.048,rap
0.714,,-6.88,0.066,0.231,3.6e-06,0.118,0.575,83.018,rap
0.432,,-4.417,0.0771,0.501,6.59e-06,,0.109,82.607,rap
0.434,0.725,-7.075,0.098,0.0103,,0.329,,174.091,rap
0.457,0.899,,0.132,0.0019,,0.831,0.298,147.268,rap
0.752,0.707,-6.365,0.0512,0.124,0.0527,0.201,,,rap
0.57,,-2.954,0.0609,0.00476,0.00833,0.11,,149.926,rap
0.85,,,0.0497,0.00232,0.0267,0.386,,130.0,rap
0.34,,,0.0551,0.00547,0.000269,0.27,0.226,75.199,rap
0.606,,-3.455,0.036,0.00172,5.43e-05,0.276,0.384,140.033,rap
0.62,0.6,-8.943,0.174,0.319,,0.0826,,135.985,rap
,,,0.0473,0.000956,0.178,0.112,0.369,102.018,rap
,0.672,-3.624,0.0785,0.0152,5.32e-05,0.664,0.146,149.181,rap
0.879,0.58,-4.797,,0.00626,0.0433,0.0653,0.312,,rap
0.753,,,0.101,0.0615,1.2e-06,0.122,,161.977,rap
0.668,0.953,-1.784,0.0386,0.0193,0.000118,0.0834,0.254,100.001,rap
0.67,0.847,-3.723,0.043,0.0156,0.0,0.22,,,rap
0.681,,,0.0779,0.107,,0.0938,0.566,156.071,rap
0.667,0.858,-7.062,0.0533,0.017,0.00366,0.177,,140.024,rap
,,-3.964,0.101,0.105,0.0283,0.447,0.528,170.039,rap
0.61,0.896,-3.414,0.0469,0.00847,0.726,0.322,0.618,145.974,rap
0.666,0.649,-4.06,0.035,0.611,0.0,0.112,,144.892,rap
0.653,0.928,-3.937,0.0885,0.00213,0.601,0.649,0.239,150.025,rap
0.659,0.483,,0.0318,0.517,4.17e-05,0.0903,0.314,122.087,rap
0.726,0.583,-6.434,0.23,0.334,0.00135,0.122,0.491,140.943,rap
0.532,0.949,-3.903,0.0544,0.00172,0.928,0.308,0.604,,rap
,,-5.516,0.167,0.161,0.0,0.0647,0.419,179.871,rap
0.693,0.725,-7.297,0.0321,0.121,0.00278,0.214,0.447,105.961,rap
0.369,0.776,,0.115,0.00587,2.13e-05,0.0974,0.208,176.412,rap
0.62,0.672,-5.508,,0.0472,0.0,0.086,0.504,142.859,rap
0.494,,-5.445,0.0565,0.436,0.0,0.164,0.264,119.247,rap
0.518,0.977,-2.781,0.0937,0.00983,0.00157,0.0632,0.269,149.964,rap
0.608,0.736,-6.7,,0.051,0.0,0.215,0.489,97.038,rap
0.728,0.787,-5.163,,0.0184,0.0,0.086,,140.064,rap
0.783,0.537,,0.0795,0.278,0.0,0.229,0.393,113.988,rap
0.922,0.448,-9.197,0.309,0.231,0.0,0.246,0.233,130.017,rap
0.593,,-6.872,0.0257,0.382,0.000114,0.131,,75.065,rap
0.61,,-2.656,0.091,0.0429,6.76e-05,0.166,0.318,179.944,rap
0.649,,-2.012,,,8.03e-05,0.101,0.719,134.932,rap
0.66,0.828,,0.039,0.0184,0.0,,0.23,119.999,rap
0.59,0.531,-6.828,0.0326,0.0704,,0.0623,,75.114,rap
0.736,,-7.036,0.0352,0.00114,,0.0949,0.0747,121.01,rap
0.658,0.649,-6.523,0.224,0.132,,0.112,0.758,183.982,rap
0.401,,-2.186,0.06,0.308,0.0032,,,140.058,rap
0.639,,-3.358,0.0479,0.483,2.22e-06,0.219,0.373,,rap
0.551,,,0.0486,0.134,0.0934,0.105,,139.944,rap
0.452,0.794,,,0.0111,0.00182,0.416,0.282,137.825,rap
0.783,,-1.876,0.268,0.129,0.446,0.306,0.132,145.02,rap
0.686,,,0.344,0.214,8.2e-06,0.337,0.789,,rap
0.868,0.613,-8.997,0.12,0.0717,0.000185,0.0864,0.516,99.964,rap
0.536,,-4.139,0.0485,0.039,3.64e-05,0.0691,0.405,154.93,rap
0.712,0.497,-8.976,0.0777,0.0235,0.768,0.101,,139.987,rap
0.785,0.525,-7.556,0.042,0.669,0.439,0.114,0.251,90.853,rap
0.562,0.723,-8.922,0.0335,0.00145,0.45,0.271,,145.031,rap
0.611,0.543,-5.288,,0.329,0.0,0.281,,174.862,rap
0.731,0.854,,0.149,0.00256,1.49e-05,0.386,0.651,150.163,rap
0.779,0.566,,0.0803,0.144,0.0,0.0954,0.38,137.966,rap
0.589,0.826,-4.577,0.0776,0.0663,0.000735,0.367,0.215,117.099,rap
0.548,0.939,-4.024,0.0977,0.275,,0.0561,,145.082,rap
,0.831,,0.0423,0.089,0.0,0.0837,0.357,91.026,rap
,0.966,-2.85,0.0512,0.249,,0.0936,,140.051,rap
0.731,0.96,-4.453,,0.00389,0.0322,0.00936,0.61,140.014,rap
0.631,0.661,,,0.227,1.43e-06,0.166,,174.031,rap
0.901,,-8.489,0.181,0.442,0.000215,0.0847,0.45,,rap
0.536,0.879,-3.019,0.0621,0.0742,0.0,0.0847,0.334,140.137,rap
0.705,0.674,-8.432,0.04,0.0184,,0.138,0.103,105.0,rap
0.592,,-0.846,0.0997,0.000767,0.707,0.0847,0.268,,rap
0.786,0.984,-3.517,0.101,,0.387,0.517,,135.039,rap
0.623,,-3.347,0.25,0.00598,0.788,0.279,0.457,164.029,rap
